12:22:16.794 -> 0.07,0.29,0.96,1.77,-8.67,-8.91
12:22:16.936 -> 0.07,0.31,0.93,-7.02,12.51,11.78
12:22:17.032 -> 0.06,0.26,0.96,-36.56,28.08,27.77
12:22:17.127 -> -0.05,0.22,0.95,-44.01,44.62,37.78
12:22:17.224 -> -0.22,0.16,1.00,-23.68,44.62,38.94
12:22:17.307 -> -0.42,0.11,0.96,-23.99,31.43,22.34
12:22:17.402 -> -0.46,0.12,0.91,-5.92,15.81,8.36
12:22:17.495 -> -0.48,0.12,0.89,-1.46,5.74,-2.01
12:22:17.623 -> -0.47,0.11,0.90,3.54,-4.15,-3.42
12:22:17.720 -> -0.43,0.11,0.91,-0.49,-6.47,-2.81
12:22:17.815 -> -0.46,0.11,0.90,-11.72,-19.59,-7.75
12:22:17.912 -> -0.31,0.08,0.98,16.85,-31.37,-17.46
12:22:18.008 -> -0.14,0.13,0.96,25.94,-29.42,-26.67
12:22:18.104 -> -0.06,0.18,0.94,28.81,-26.43,-21.85
12:22:18.235 -> -0.02,0.28,0.95,31.31,-22.58,-14.89
12:22:18.331 -> 0.04,0.31,0.93,9.16,-9.40,-6.84
12:22:18.410 -> 0.02,0.30,0.93,-0.24,1.22,4.88
12:22:18.506 -> 0.08,0.28,0.97,-15.99,19.84,20.63
12:22:18.602 -> 0.03,0.27,0.98,-19.17,46.51,33.45
12:22:18.698 -> -0.18,0.19,0.92,-35.71,40.89,22.28
12:22:18.794 -> -0.37,0.13,0.88,-22.52,20.51,5.92
12:22:18.938 -> -0.45,0.11,0.95,-2.20,4.52,-0.12
12:22:19.035 -> -0.43,0.10,0.95,1.71,5.80,-2.93
12:22:19.130 -> -0.42,0.09,0.94,-0.61,0.37,-2.81
12:22:19.227 -> -0.48,0.10,0.95,6.90,-8.00,-0.79
12:22:19.322 -> -0.40,0.07,0.96,3.36,-25.02,-13.79
12:22:19.424 -> -0.23,0.12,0.94,37.11,-35.22,-25.76
12:22:19.520 -> 0.00,0.23,0.95,27.28,-38.27,-34.55
12:22:19.615 -> 0.02,0.21,0.94,14.83,-16.78,-11.47
12:22:19.712 -> 0.04,0.28,0.94,9.52,-4.09,2.87
12:22:19.808 -> 0.01,0.31,0.94,-14.47,7.75,11.60
12:22:19.905 -> 0.01,0.21,0.98,-26.31,25.82,22.95
12:22:20.001 -> -0.08,0.19,1.01,-34.12,36.56,22.58
12:22:20.098 -> -0.24,0.09,1.01,-32.59,39.25,22.40
12:22:20.235 -> -0.45,0.04,0.93,-31.19,27.89,11.84
12:22:20.331 -> -0.55,0.04,0.92,-2.69,8.67,-0.98
12:22:20.421 -> -0.40,0.02,0.89,8.36,2.44,-4.52
12:22:20.515 -> -0.41,0.01,0.91,0.61,-0.98,-2.38
12:22:20.609 -> -0.47,0.08,0.94,4.33,-9.77,-4.15
12:22:20.706 -> -0.41,0.07,0.94,12.51,-18.55,-14.04
12:22:20.800 -> -0.27,0.06,0.96,20.08,-25.21,-19.23
12:22:20.895 -> -0.17,0.10,0.96,23.19,-25.09,-19.23
12:22:21.030 -> -0.11,0.16,0.96,26.86,-22.40,-19.10
12:22:21.126 -> -0.04,0.21,0.95,20.26,-16.60,-14.10
12:22:21.223 -> 0.00,0.25,0.95,-6.04,-2.56,-1.04
12:22:21.320 -> -0.03,0.24,0.95,-10.19,7.20,8.91
12:22:21.416 -> -0.00,0.23,0.96,-24.48,25.27,16.85
12:22:21.509 -> -0.18,0.16,0.93,-27.83,31.68,15.14
12:22:21.605 -> -0.40,0.10,0.95,-16.17,14.59,2.75
12:22:21.700 -> -0.39,0.04,0.97,-10.74,5.86,-6.59
12:22:21.797 -> -0.36,0.01,0.95,-4.82,5.43,-2.81
12:22:21.894 -> -0.39,0.04,0.95,-1.16,0.67,-0.18
12:22:22.039 -> -0.40,0.03,0.99,2.01,-1.10,1.22
12:22:22.135 -> -0.42,0.06,0.98,2.38,-2.81,2.26
12:22:22.233 -> -0.33,0.05,0.97,-2.01,-13.98,-5.31
12:22:22.330 -> -0.22,0.06,0.95,19.17,-15.44,-9.70
12:22:22.425 -> -0.15,0.11,0.93,18.43,-18.31,-14.89
12:22:22.521 -> -0.10,0.15,0.92,-5.55,-17.33,-16.17
12:22:22.617 -> -0.05,0.15,0.96,11.29,-10.38,-8.24
12:22:22.713 -> -0.01,0.16,0.98,4.03,-1.04,-0.12
12:22:22.809 -> -0.01,0.17,0.99,-1.28,11.35,9.09
12:22:22.905 -> -0.03,0.16,1.00,-16.66,33.75,18.43
12:22:23.002 -> -0.23,0.11,0.89,-15.99,35.71,18.55
12:22:23.097 -> -0.38,0.06,0.91,-16.48,21.18,6.29
12:22:23.192 -> -0.46,0.02,0.93,-10.13,8.61,-1.95
12:22:23.334 -> -0.46,-0.00,0.97,0.61,1.46,-0.79
12:22:23.433 -> -0.39,0.04,0.94,-1.65,1.77,2.75
12:22:23.529 -> -0.45,0.04,0.93,2.14,-4.09,3.30
12:22:23.625 -> -0.47,0.08,0.94,-6.53,-13.98,-5.07
12:22:23.721 -> -0.37,0.01,0.95,15.81,-22.46,-9.58
12:22:23.817 -> -0.23,0.08,0.92,18.25,-31.68,-20.51
